;Labels_french;Resume_french;;
"2,cv,""Domaines d'interet Deep Learning, conception de systemes de controle, programmation en Python, machines electriques, developpement Web, analyses Activites techniques q Hindustan Aeronautics Limited, Bangalore - Pendant 4 semaines sous la direction de M. Satish, ingenieur principal dans le hangar de Mirage 2000 avions de combat Competences techniques Programmation Matlab, Python et Java, LabView, Python WebFrameWork-Django, Flask, langages intermediaires LTSPICE et MIPOWER-intermediaire, Github (GitBash), Jupyter Notebook, Xampp, MySQL-Basics, progiciels Python Interpretes-Anaconda , Python2, Python3, Pycharm, Java Systemes d'exploitation IDE-Eclipse Windows, Ubuntu, Debian-Kali Linux Details de la formation";;;;
Janvier 2019 B.Tech. Genie electrique et electronique Institut de technologie Manipal;;;;
janvier 2015 CENTRE DEEKSHA;;;;
janvier 2013 ecole publique Little Flower;;;;
Août 2000 Academie Manipal des Hautes;;;;
SCIENCES DES DONNeES;;;;
;;;;
PASSIONNe DE LA SCIENCE DES DONNeES ET DE L'eLECTRICITe;;;;
Details des Competences;;;;
Analyse de donnees - Experiences - Moins d'un an mois;;;;
excel- Experiences - Moins de 1 an mois;;;;
Machine Learning - Experiences - Moins d'un an mois;;;;
mathematiques- Experiences - Moins d'un an mois;;;;
Python - Experiences - Moins d'un an mois;;;;
Matlab- Experiences - Moins de 1 an mois;;;;
Genie electrique - Experiences - Moins d'un an mois;;;;
Sql- Experiences - Moins d'un an moisDetails sur la societe;;;;
entreprise - THEMATHCOMPANY;;;;
"description - Je travaille actuellement avec un operateur base sur un casino (nom à ne pas divulguer) à Macao. Je dois segmenter les clients qui visitent leur propriete en fonction de la valeur que les clients apportent à l'entreprise. En gros, prouver que la segmentation peut etre effectuee d'une bien meilleure maniere que le systeme actuel dont ils disposent avec des chiffres appropries pour le sauvegarder. Desormais, ils peuvent mettre enoeuvre une strategie de marketing ciblee pour attirer leurs clients qui ajoutent de la valeur à l'entreprise.""";;;;
"3,cv,""Competences • R • Python • SAP HANA • Tableau • SAP HANA SQL • SAP HANA PAL • MS SQL • SAP Lumira • C# • Programmation lineaire ¢ modelisationdes donnees • Analyse avancee • Analyse SCM • Analyse de la vente au detail • Analyse des medias sociaux • Details de la formation PNL";;;;
Janvier 2017 à janvier 2018 PGDM Business Analytics Great Lakes Institute of Management & Illinois Institute of Technology;;;;
Janvier 2013 Licence en ingenierie electronique et communication Bengaluru, Karnataka New Horizon College of Engineering, Bangalore Visvesvaraya Technological University;;;;
Consultant en science des donnees;;;;
;;;;
Consultant - Deloitte USI;;;;
Details des Competences;;;;
PROGRAMMATION LINeAIRE - Experiences - 6 mois;;;;
RETAIL- Experiences - 6 mois;;;;
MARKETING DE DeTAIL- Experiences - 6 mois;;;;
SCM- Experiences - 6 mois;;;;
SQL - Experiences - Moins d'un an mois;;;;
Deep Learning - Experiences - Moins d'un an mois;;;;
Machine learning - Experiences - Moins d'un an mois;;;;
Python - Experiences - Moins d'un an mois;;;;
R- Experiences - Moins d'un an moisDetails sur la societe;;;;
entreprise - Deloitte USI;;;;
description - Le projet impliquait d'analyser les transactions historiques et de fournir des informations pour optimiser les transactions futures.;;;;
Role : A recu des donnees brutes, effectue une analyse de bout en bout et presente des informations au client.;;;;
Principales responsabilites:;;;;
• Extrayez les donnees des systemes clients dans toutes les zones geographiques.;;;;
*Comprendre et creer des rapports dans Tableau. Deduisez des informations significatives pour optimiser les prix et decouvrir les blocages des processus.;;;;
Environnement technique : R, Tableau.;;;;
;;;;
Industrie : Intersectoriel;;;;
Domaine de service : Intersectoriel - Produits;;;;
Nom du projet : Reconnaissance de l'ecriture manuscrite;;;;
Consultant : 3 mois.;;;;
Le projet consistait à prendre des images manuscrites et à les convertir en images de texte numerique par detection d'objets et creation de phrases.;;;;
Role : Je developpais une fonctionnalite de correction de phrases.;;;;
Principales responsabilites:;;;;
*Rassemblez des donnees suffisamment volumineuses pour capturer tous les mots anglais;;;;
*Former les modeles LSTM sur les mots.;;;;
Environnement technique : Python.;;;;
;;;;
Secteur : Finance;;;;
Domaine de service : Services financiers - Developpement BI Nom du projet : SWIFT;;;;
Consultant : 8 mois.;;;;
Le projet consistait à developper une infrastructure d'analyse au-dessus de SAP S/4, permettant à l'utilisateur de visualiser;;;;
rapports financiers aux departements respectifs. Les rapports comprenaient egalement des previsions de depenses.;;;;
Role : Je dirigeais l'equipe offshore.;;;;
Principales responsabilites:;;;;
*Concevoir et developper des modeles de donnees pour le reporting.;;;;
*Developper ETL pour le flux de donnees;;;;
*Valider divers rapports.;;;;
Environnement technique : SAP HANA, Tableau, SAP AO.;;;;
;;;;
Secteur : Analyse des soins de sante;;;;
Domaine de service : Sciences de la vie - Developpement de produits Nom du projet : Systeme de sante clinique;;;;
Consultant : 2 mois.;;;;
Le projet consistait à developper une infrastructure d'analyse au-dessus d'Argus, elle permettrait aux utilisateurs d'interroger plus rapidement et fournirait des capacites d'analyse avancees.;;;;
Role : J'ai ete implique de la phase de conception à la phase de deploiement, j'ai effectue de nombreuses restructurations de donnees et construit;;;;
modeles pour obtenir des informations.;;;;
Principales responsabilites:;;;;
*Concevoir et developper des modeles de donnees pour le reporting.;;;;
*Developper et deployer des modeles analytiques.;;;;
*Valider divers rapports.;;;;
Environnement technique : modelisationde donnees, SAP HANA, Tableau, NLP.;;;;
;;;;
Secteur : Produits de grande consommation;;;;
Domaine de service : Commerce et promotion;;;;
Nom du projet : Consultant en planification basee sur la consommation pour les aliments destines aux fleurs ; 8 mois.;;;
Le projet impliquait la mise en place de modules CRM et CBP.;;;;
Role : J'ai ete implique dans les activites cles de decomposition des donnees et dans la mise en place de la base pour l'annee à venir.;;;;
prevision. Au cours du projet, j'ai developpe differents modeles et realise des;;;;
Amelioration des performances.;;;;
Principales responsabilites:;;;;
*Concevoir et developper des modeles HANA pour la decomposition.;;;;
*Developper le flux de donnees pour les previsions.;;;;
*Developpement de diverses vues pour le reporting des clients/ventes/fonds.;;;;
*Valider divers rapports dans BOBJ.;;;;
Environnement technique : modelisationde donnees, SAP HANA, BOBJ, Time Series Forecasting.;;;;
;;;;
Initiative Interne Industrie : FMCG;;;;
Consultant en segmentation client et analyse RFM ; 3 mois.;;;
L'initiative impliquait la mise en place de l'interface HANA-Python et des analyses avancees sur Python. Au cours du cours, j'ai segmente avec succes les donnees en cinq segments principaux à l'aide de K-means et effectue une analyse RFM en Python. egalement developpe un algorithme pour classer tout nouveau client dans les categories definies.;;;;
Environnement technique : Anaconda3, Python3.6, HANA SPS12;;;;
;;;;
Industrie : Consultant en detection de l'etat des factures de telecommunications ; 1 mois.;;;
L'initiative visait à reduire l'effort manuel de verification manuelle des factures fermees et ouvertes.;;;;
impliquait le developpement d'un arbre de decision pour classer les factures ouvertes/fermees. Cela a permis un effort;;;;
reduction de 60%.;;;;
Environnement technique : R, SAP PAL, SAP HANA SPS12;;;;
;;;;
Experiences Accenture;;;;
Secteur : Analyse - Intersectoriel;;;;
In Process Analytics pour developpeur senior SAP ; 19 mois.;;;
Accenture Solutions Pvt. Ltd., Inde;;;;
Le projet impliquait le developpement de l'outil d'analyse SAP - In Process Analytics (IPA). Mon role etait de developper des objets de base de donnees et des modeles de donnees pour fournir des informations operationnelles aux clients.;;;;
Role : j'ai dedeveloppe divers KPI lies à la finance et dirige divers deploiements.;;;;
Introduction de SAP Predictive Analytics pour reduire le temps de developpement et reutiliser les fonctionnalites pour les KPI et preparation de rapports de planification de production.;;;;
Principales responsabilites:;;;;
*Implique dans la phase de collecte d’informations.;;;;
*Conception et mise enoeuvre de la modelisationdes donnees SAP HANA à l'aide de la vue d'attribut, de la vue analytique et;;;;
Vue de calcul.;;;;
*Developpe divers KPI individuellement à l'aide de scripts SQL complexes dans les vues de calcul.;;;;
*Creation de procedures dans la base de donnees HANA.;;;;
• Prise en charge et developpement de la fonctionnalite du tableau de bord.;;;;
• Implique dans la creation d'algorithmes de traitement de donnees à executer sur le serveur R pour l'analyse de cluster.;;;;
Environnement technique : R, SAP HANA, T-SQL.;;;;
Industrie : Intersectoriel;;;;
Accelerateur de tests Accenture pour developpeur de bases de donnees SAP ; 21 mois.;;;
Accenture Solutions Pvt. Ltd., Inde;;;;
Role : J'ai pris en charge toutes les activites de developpement de l'outil ATAS et j'ai egalement realise;;;;
divers deploiements du produit.;;;;
En dehors de ces activites, j'ai egalement participe activement à la maintenance des serveurs de bases de donnees.;;;;
(Production & Qualite);;;;
Principales responsabilites:;;;;
*Analyser les besoins de l'entreprise, comprendre la portee, clarifier les exigences;;;;
interagir avec les entreprises et transformer davantage toutes les exigences pourgenerer des attributs;;;;
documents de mappage et examen de la documentation des specifications de mappage;;;;
*Creer/mettre à jour des objets de base de donnees tels que des tables, des vues, des procedures stockees, des fonctions et des packages;;;;
· Journaux d'erreurs et journaux d'applications SQL Server surveilles via l'agent SQL Server;;;;
*Diagrammes de flux de donnees prepares, diagrammes de relations d'entite à l'aide d'UML;;;;
*Responsable de la conception, du developpement et de la normalisation des tables de base de donnees;;;;
• Experiences dans l'optimisation des performances à l'aide du profileur SQL.;;;;
*Implique dans les activites d'assurance qualite, d'UAT, de transfert de connaissances et de support.;;;;
Environnement technique : SQL Server 2008/2014, Visual Studio 2010, Windows Server, Performance;;;;
"Moniteur, SQL Server Profiler, C#, PL-SQL, T-SQL.""";;;;
"4,cv,""Details sur l'education";;;;
 MCA YMCAUST, Faridabad, Haryana;;;;
Stage en science des donnees;;;;
;;;;
;;;;
Details des Competences;;;;
Structure des donnees - Experiences - Moins d'un an mois;;;;
C- Experiences - Moins de 1 an mois;;;;
Analyse de donnees - Experiences - Moins d'un an mois;;;;
Python - Experiences - Moins d'un an mois;;;;
Core Java - Experiences - Moins d'un an mois;;;;
Gestion de bases de donnees - Experiences - Moins d'un an moisDetails de l'entreprise;;;;
entreprise - Itechpower;;;;
"description -""";;;;
"5,cv,""COMPeTENCES C Basics, IOT, Python, MATLAB, Data Science, Machine Learning, HTML, Microsoft Word, Microsoft Excel, Microsoft Powerpoint. RECONNAISSANCE Academique obtenu Premiere place en B.Tech.Education Details";;;;
Août 2014 à mai 2018 B.Tech. Ghatkesar, Institut scientifique et technologique d'Andhra Pradesh Aurora;;;;
Juin 2012 à mai 2014 Enseignement secondaire Warangal, Telangana SR Junior College;;;;
Science des donnees;;;;
;;;;
;;;;
Details des Competences;;;;
MS OFFICE - Experiences - Moins de 1 an mois;;;;
C- Experiences - Moins de 1 an mois;;;;
machine learning - Experiences - Moins d'un an mois;;;;
data science - Experiences - Moins d'un an mois;;;;
Matlab - Experiences - Moins d'un an moisDetails sur la societe;;;;
entreprise -;;;;
"description -""";;;;
"6,cv,""Competences • Python • Tableau • Visualisation des donnees • R Studio • Apprentissage automatique • Statistiques Data Scientist certifie IABAC avec une Experiences polyvalente de plus d'un an dans la gestion d'entreprise, le conseil en science des donnees et la direction de projets d'innovation , apportant des idees commerciales à des solutions concretes. En tant que fervent defenseur de l'ere augmentee, où les capacites humaines sont ameliorees par les machines, Fahed est passionne par l'application de concepts commerciaux dans les domaines de l'apprentissage automatique, de l'IA, de la robotique, etc., à des solutions reelles.Details de la formation";;;;
Janvier 2017 B. Tech Informatique et ingenierie Mohali, Punjab Indo Global College of Engineering;;;;
Consultant en science des donnees;;;;
;;;;
Consultant en science des donnees - Datamites;;;;
Details des Competences;;;;
MACHINE LEARNING - Experiences - 13 mois;;;;
PYTHON- Experiences - 24 mois;;;;
SOLUTIONS- Experiences - 24 mois;;;;
DATA SCIENCE- Experiences - 24 mois;;;;
VISUALISATION DE DONNeES - Experiences - 24 mois;;;;
Tableau - Experiences - 24 moisDetails de la societe;;;;
entreprise - Datamites;;;;
description - *Analyser et traiter des ensembles de donnees complexes à l'aide d'outils avances de requete, de visualisation et d'analyse.;;;;
*Responsable du chargement, de l’extraction et de la validation des donnees clients.;;;;
• Travail sur la manipulation, le nettoyage et le traitement des donnees à l'aide de Python.;;;;
*Utilisation de Tableau pour la visualisation des donnees.;;;;
entreprise - Heretic Solutions Pvt Ltd;;;;
description - *Travailler en etroite collaboration avec les entreprises pour identifier les problemes et utiliser les donnees pour proposer des solutions pour une prise de decision efficace.;;;;
*Manipuler, nettoyer et traiter les donnees à l’aide de Python, Excel et R.;;;;
*Analyser les donnees brutes, tirer des conclusions et elaborer des recommandations.;;;;
"*Utiliser des outils d'apprentissage automatique et des techniques statistiques pour produire des solutions aux problemes.""";;;;
"7,cv,""Details sur l'education";;;;
 B.Tech Rayat et Institut Bahra d'ingenierie et de biotechnologie;;;;
Science des donnees;;;;
;;;;
Science des donnees;;;;
Details des Competences;;;;
Numpy- Experiences - Moins de 1 an mois;;;;
Machine Learning - Experiences - Moins d'un an mois;;;;
Tensorflow - Experiences - Moins d'un an mois;;;;
Scikit- Experiences - Moins d'un an mois;;;;
Python - Experiences - Moins d'un an mois;;;;
GCP - Experiences - Moins d'un an mois;;;;
Pandas- Experiences - Moins de 1 an mois;;;;
Reseau neuronal - Experiences - Moins d'un an et moisDetails sur l'entreprise;;;;
entreprise - Wipro;;;;
description - Bhawana Aggarwal;;;;
Courriel : bhawana.chd@gmail.com;;;;
Telephone : 09876971076;;;;
VProfessionnel polyvalent et energique ciblant des missions difficiles dans le domaine des machines;;;;
RESUMe DU PROFIL;;;;
aª Un professionnel de l'informatique avec des connaissances et une Experiences de 2 ans dans les technologies Wipro in Machine;;;;
Apprentissage, Deep Learning, Data Science, Python, Developpement de logiciels.;;;;
aª Competent dans la gestion de bout en bout du developpement et des produits/projets logiciels depuis la creation, les exigences;;;;
specifications, planification, conception, mise enoeuvre, configuration et documentation.;;;;
aª Connaissances sur Python, Machine Learning, Deep Learning, science des donnees, algorithmes, reseaux neuronaux,;;;;
PNL, GCP.;;;;
aª Connaissance des bibliotheques Python comme Numpy, Pandas, Seaborn, Matplotlib, Cufflinks.;;;;
aª Connaissance de differents algorithmes d'apprentissage automatique tels que KNN, arbre de decision, biais de variance, compromis,;;;;
Machine à vecteurs de support (SVM),regression logistique, reseaux de neurones.;;;;
aª Avoir des connaissances sur les donnees non supervisees, supervisees et de renforcement.;;;;
aª Experiences en programmation sur des plateformes relationnelles comme MySQL, Oracle.;;;;
aª Avoir des connaissances sur certains langages de programmation comme C++, Java.;;;;
aª Experiences dans un environnement base sur le cloud comme Google Cloud.;;;;
aª Travailler sur differents systemes d'exploitation comme Linux, Ubuntu, Windows.;;;;
aª Bonnes Competences interpersonnelles et de communication.;;;;
aª Competences en resolution de problemes avec la capacite de penser lateralement et de penser à moyen et à long terme;;;;
perspective;;;;
aª Flexibilite et attitude ouverte au changement.;;;;
aª Capacite à creer, definir et posseder des frameworks en mettant fortement l'accent sur la reutilisabilite du code.;;;;
COMPeTENCES TECHNIQUES;;;;
Langages de programmation Python, C;;;;
Bibliotheques Seaborn, Numpy, Pandas, Boutons de manchette, Matplotlib;;;;
Algorithmes;;;;
KNN, arbre de decision,regression lineaire,regression logistique, reseaux de neurones, K signifie clustering,;;;;
Tensorflow, SVM;;;;
Bases de donnees SQL, Oracle;;;;
Systemes d'exploitation Linux, Windows;;;;
Environnements de developpement NetBeans, Notebooks, Sublime;;;;
Outils de billetterie Service Now, Remedy;;;;
education;;;;
education UG :;;;;
B.Tech (informatique) de Rayat et Bahra Institute of Engineering and Biotechnology reussi avec 78,4% en;;;;
2016.;;;;
Scolarite:;;;;
XII en 2012 de l'ecole secondaire Moti Ram Arya Sr. (reussi avec 78,4%);;;;
X en 2010 de Valley Public School (reussi avec 9,4 MPC);;;;
EXPeRIENCE DE TRAVAIL;;;;
Titre : Plateforme d'intelligence neuronale Wipro;;;;
Taille de l'equipe : 5;;;;
Brief : La plateforme d'intelligence neuronale de Wipro exploite la puissance de l'automatisation et de l'intelligence artificielle;;;;
technologies : traitement du langage naturel (NLP), cognitif, apprentissage automatique et analyse. La plateforme;;;;
comprend trois couches : une plate-forme d'engagement de donnees qui peut facilement acceder et gerer plusieurs donnees structurees et;;;;
sources de donnees non structurees ; un moteur « d'evaluation et de raisonnement des intentions » qui inclut les sentiments et les previsions;;;
analytique; et un moteur d'apprentissage automatique profond capable de detecter, d'agir et d'apprendre au fil du temps. Le projet impliquait;;;
automatiser les reponses aux requetes des utilisateurs au plus tot. Le Monster Bot utilisant la puissance du Deep Machine Learning,;;;;
NLP pour gerer de telles requetes. L'utilisateur peut voir comment ses requetes peuvent recevoir une reponse rapide, comme toutes les activites L1 peuvent l'etre.;;;;
elimine.;;;;
Entity Extractor -> Cela implique l'extraction de texte et la PNL pour extraire des informations importantes du texte, telles que;;;;
dates, noms, lieux, numeros de contact, etc. Cela implique Regex, les API Bluemix NLU et l'apprentissage automatique utilisant;;;;
Flux tensoriel pour un apprentissage plus approfondi de nouvelles entites.;;;;
Classificateur ->Cela implique les classifications des classes, la formation de l'ensemble de donnees et la prediction du resultat à l'aide de SKLearn;;;;
classificateur (MNB, SVM, SGD comme classificateur) et SGD pour l'optimisation afin de mapper les requetes des utilisateurs avec le meilleur;;;;
reponse adaptee et rendre le systeme efficace.;;;;
NER : un modele NER d'apprentissage profond est forme pour extraire les entites du texte. Des entites telles que les roles, les Competences,;;;;
Les organisations peuvent etre extraites du texte brut. Le modele bidirectionnel RNN (LSTM) est forme pour extraire de telles entites;;;;
en utilisant le framework Keras TensorFlow.;;;;
AUTRES PROJETS;;;;
Titre : Detection du diabete;;;;
Brief : J'ai developpe le logiciel capable de detecter si la personne souffre de diabete ou non et j'ai obtenu le troisieme;;;;
prix en cela.;;;;
FORMATION ET CERTIFICATIONS;;;;
Titre : Formation Python, Machine Learning, Data Science, Deep Learning;;;;
Organisation : Udemy, Coursera (Machine Learning, Deep Learning);;;;
Profil personnel;;;;
Nom du pere : M. Tirlok Aggarwal;;;;
Langue connue : anglais et hindi;;;;
etat civil celibataire;;;;
Date de naissance (Sexe) : 20/12/1993 (AAAA-MM-JJ) (F);;;;
comentreprise - Wipro;;;;
description - Developper des programmes en Python.;;;;
entreprise - Wipro;;;;
description - Titre : Plateforme d'intelligence neuronale Wipro;;;;
Taille de l'equipe : 5;;;;
Brief : La plateforme d'intelligence neuronale de Wipro exploite la puissance de l'automatisation et de l'intelligence artificielle;;;;
technologies : traitement du langage naturel (NLP), cognitif, apprentissage automatique et analyse. La plateforme;;;;
comprend trois couches : une plate-forme d'engagement de donnees qui peut facilement acceder et gerer plusieurs donnees structurees et;;;;
sources de donnees non structurees ; un moteur « d'evaluation et de raisonnement des intentions » qui inclut les sentiments et les previsions;;;
analytique; et un moteur d'apprentissage automatique profond capable de detecter, d'agir et d'apprendre au fil du temps. Le projet impliquait;;;
automatiser les reponses aux requetes des utilisateurs au plus tot. Le Monster Bot utilisant la puissance du Deep Machine Learning,;;;;
NLP pour gerer de telles requetes. L'utilisateur peut voir comment ses requetes peuvent recevoir une reponse rapide, comme toutes les activites L1 peuvent l'etre.;;;;
elimine.;;;;
Entity Extractor -> Cela implique l'extraction de texte et la PNL pour extraire des informations importantes du texte, telles que;;;;
dates, noms, lieux, numeros de contact, etc. Cela implique Regex, les API Bluemix NLU et l'apprentissage automatique utilisant;;;;
Flux tensoriel pour un apprentissage plus approfondi de nouvelles entites.;;;;
Classificateur ->Cela implique les classifications des classes, la formation de l'ensemble de donnees et la prediction du resultat à l'aide de SKLearn;;;;
classificateur (MNB, SVM, SGD comme classificateur) et SGD pour l'optimisation afin de mapper les requetes des utilisateurs avec le meilleur;;;;
reponse adaptee et rendre le systeme efficace.;;;;
NER : un modele NER d'apprentissage profond est forme pour extraire les entites du texte. Des entites telles que les roles, les Competences,;;;;
Les organisations peuvent etre extraites du texte brut. Le modele bidirectionnel RNN (LSTM) est forme pour extraire de telles entites;;;;
en utilisant le framework Keras TensorFlow.;;;;
entreprise - Wipro Technologies;;;;
description - Un professionnel de l'informatique avec des connaissances et une Experiences de 2 ans dans les technologies Wipro en machine;;;;
Apprentissage, Deep Learning, Data Science, Python, Developpement de logiciels.;;;;
aª Competent dans la gestion de bout en bout du developpement et des produits/projets logiciels depuis la creation, les exigences;;;;
specifications, planification, conception, mise enoeuvre, configuration et documentation.;;;;
aª Connaissances sur Python, Machine Learning, Deep Learning, science des donnees, algorithmes, reseaux neuronaux,;;;;
PNL, GCP.;;;;
aª Connaissance des bibliotheques Python comme Numpy, Pandas, Seaborn, Matplotlib, Cufflinks.;;;;
aª Connaissance de differents algorithmes d'apprentissage automatique tels que KNN, arbre de decision, biais de variance, compromis,;;;;
Machine à vecteurs de support (SVM),regression logistique, reseaux de neurones.;;;;
aª Avoir des connaissances sur les donnees non supervisees, supervisees et de renforcement.;;;;
aª Experiences en programmation sur des plateformes relationnelles comme MySQL, Oracle.;;;;
aª Avoir des connaissances sur certains langages de programmation comme C++, Java.;;;;
aª Experiences dans un environnement base sur le cloud comme Google Cloud.;;;;
aª Travailler sur differents systemes d'exploitation comme Linux, Ubuntu, Windows.;;;;
aª Bonnes Competences interpersonnelles et de communication.;;;;
aª Competences en resolution de problemes avec la capacite de penser lateralement et de penser à moyen et à long terme;;;;
perspective;;;;
aª Flexibilite et attitude ouverte au changement.;;;;
"aª Capacite à creer, definir et posseder des frameworks en mettant fortement l'accent sur la reutilisabilite du code.""";;;;
"8,cv,""Competences personnelles • Capacite à saisir rapidement les aspects techniques et volonte d'apprendre • Niveaux d'energie eleves et orientation vers les resultats. Details sur l'education";;;;
